name;vicinity;geometry;place_id;rating;user_ratings_total;formatted_phone_number;website;Colonna1;Colonna2;Email
Torre Elisa - Luxury Room;Via Forno Nuovo, 15, Bisceglie;{'location': {'lat': 41.2412655, 'lng': 16.5040386}, 'viewport': {'northeast': {'lat': 41.2425005802915, 'lng': 16.5053177302915}, 'southwest': {'lat': 41.2398026197085, 'lng': 16.5026197697085}}};ChIJm8V73E8HOBMRogZ7w2LICLE;5;3;342 781 8327;https://ourhotelexperience.eu/torre-elisa-italy;FALSO;2483;x
Torre Gigliano;zona rurale 24, B, Ruvo di Puglia;{'location': {'lat': 41.1381523, 'lng': 16.4770477}, 'viewport': {'northeast': {'lat': 41.1389596302915, 'lng': 16.4782979302915}, 'southwest': {'lat': 41.1362616697085, 'lng': 16.47559996970849}}};ChIJ5Re8XREJOBMRJ8b-xpRrxOc;;;;https://www.facebook.com/torregigliano;FALSO;2483;x
Torre San Pietro;Viale dei Combattenti, 23, Montegrosso;{'location': {'lat': 41.1750158, 'lng': 16.1403174}, 'viewport': {'northeast': {'lat': 41.1763670802915, 'lng': 16.1417238802915}, 'southwest': {'lat': 41.1736691197085, 'lng': 16.1390259197085}}};ChIJiSMpVuE9OBMRF3b0iLYPsMY;3;1;;;1;2483;x
Torre Sant'Irene;Contrada Sant'Irene, Sant'Irene-torre Vecchia;{'location': {'lat': 38.7221938, 'lng': 16.0005615}, 'viewport': {'northeast': {'lat': 38.72352953029149, 'lng': 16.0019376802915}, 'southwest': {'lat': 38.7208315697085, 'lng': 15.9992397197085}}};ChIJje5ZqOFlFRMRXwcRDSh5EE4;26;32;081 506 3662;https://www.villaggimania.it/index.php?name=Hotels&op=hotels_details&hotel_id=578&reset=true;FALSO;2483;prenotazioni@villaggimania.it
Torre Sant'Irene;Contrada Sant'Irene, Sant'Irene-torre Vecchia;{'location': {'lat': 38.7219259, 'lng': 16.0004328}, 'viewport': {'northeast': {'lat': 38.72327488029148, 'lng': 16.00178178029151}, 'southwest': {'lat': 38.72057691970848, 'lng': 15.9990838197085}}};ChIJY1ASbWxlFRMRzxzzwD8n9GI;37;418;348 574 7574;https://www.torresantirene.it/;FALSO;2483;x
Torre Santo Stefano;SP366, Otranto;{'location': {'lat': 40.1791764, 'lng': 18.4614495}, 'viewport': {'northeast': {'lat': 40.1805146302915, 'lng': 18.4627511802915}, 'southwest': {'lat': 40.1778166697085, 'lng': 18.4600532197085}}};ChIJU4LkGitHRBMRI3NCaFCAnFA;45;80;349 820 2233;http://www.torresantostefano.it/;FALSO;2483;info@torresantostefano.it
Torre Saracena;Contrada Torre del porto, Mattinata;{'location': {'lat': 41.7079866, 'lng': 16.0703899}, 'viewport': {'northeast': {'lat': 41.7091491802915, 'lng': 16.0711736802915}, 'southwest': {'lat': 41.7064512197085, 'lng': 16.06847571970849}}};ChIJFSV3jw2WNxMRYHgw67u0sZc;45;108;0884 550836;https://www.hotelscheck-in.com/bbtorresaracena/it/;FALSO;2483;x
Torre Spierti;Strada comunale Spierti III, n.12, Carovigno;{'location': {'lat': 40.7095652, 'lng': 17.7058048}, 'viewport': {'northeast': {'lat': 40.7108813802915, 'lng': 17.7070827302915}, 'southwest': {'lat': 40.7081834197085, 'lng': 17.70438476970849}}};ChIJPZfvM2VoRhMRiiv5ugDHZrc;5;6;393 627 8757;http://www.dimoraspierti.com/;FALSO;2483;info@dimoraspierti.com
Torre Tresca B&B;Via Normanno S/N, Bari;{'location': {'lat': 41.13019749999999, 'lng': 16.868348}, 'viewport': {'northeast': {'lat': 41.1315464802915, 'lng': 16.8696969802915}, 'southwest': {'lat': 41.1288485197085, 'lng': 16.8669990197085}}};ChIJUUrrA2PoRxMRNbicjyVM3Uw;44;28;333 405 3557;;1;2483;x
Torre Uliveto;Contrada Mascella, Carovigno;{'location': {'lat': 40.7299251, 'lng': 17.6775497}, 'viewport': {'northeast': {'lat': 40.73210145, 'lng': 17.6785212}, 'southwest': {'lat': 40.72919965, 'lng': 17.6746352}}};ChIJtcvEtSRoRhMRBwka3cfkpF0;39;7;0833 599750;https://www.perledipuglia.it/it/Torre-Uliveto.html;FALSO;2483;x
Torrepietra Colonial - Historical Residence;Contrada Grotta dell'Acqua, 338/A, Monopoli;{'location': {'lat': 40.93592450000001, 'lng': 17.2853393}, 'viewport': {'northeast': {'lat': 40.9373436802915, 'lng': 17.2866392802915}, 'southwest': {'lat': 40.93464571970851, 'lng': 17.2839413197085}}};ChIJ76EnMbTKRxMRRYtPqhJx1R4;46;965;080 742558;http://www.masseriatorrepietra.it/;FALSO;2483;info@masseriatorrepietra.it
Torretta ai Sassi;Vico I Casalnuovo, 31, Matera;{'location': {'lat': 40.661178, 'lng': 16.612886}, 'viewport': {'northeast': {'lat': 40.6622592302915, 'lng': 16.6144370802915}, 'southwest': {'lat': 40.6595612697085, 'lng': 16.6117391197085}}};ChIJ94XADdt-RxMRoag__EH6oXQ;49;100;380 138 0180;http://www.torrettasassi.it/;FALSO;2483;torrettasassi@gmail.com
Torrione Suite;Via Sant'Orsola, 4, Molfetta;{'location': {'lat': 41.2061994, 'lng': 16.5998141}, 'viewport': {'northeast': {'lat': 41.2075956802915, 'lng': 16.6012074802915}, 'southwest': {'lat': 41.20489771970851, 'lng': 16.5985095197085}}};ChIJC2UAzY35RxMRVIAWAzyepEg;5;1;327 180 5293;https://www.booking.com/Share-8ixgt0;FALSO;2483;x
Touches of Puglia;SP10, Castellaneta Marina;{'location': {'lat': 40.5050239, 'lng': 16.8729286}, 'viewport': {'northeast': {'lat': 40.5065834802915, 'lng': 16.8740707802915}, 'southwest': {'lat': 40.5038855197085, 'lng': 16.8713728197085}}};ChIJZZSvvnttRxMRVWGMdERixYE;;;327 342 8442;http://www.tocchidipuglia.it/;FALSO;2483;info@tocchidipuglia.it
Tourist Village Bungalow Residence;Contrada Oliveto, Villammare;{'location': {'lat': 40.06999849999999, 'lng': 15.6154596}, 'viewport': {'northeast': {'lat': 40.0713957802915, 'lng': 15.6166894302915}, 'southwest': {'lat': 40.0686978197085, 'lng': 15.61399146970849}}};ChIJOzsfo0ZlORMRxGrPrmgbQLU;41;282;0973 720078;https://www.parcopisacane.it/;FALSO;2483;info@parcopisacane.it
Tourist Village Le Palme;Viale Esperia, 1, Ascea;{'location': {'lat': 40.1488032, 'lng': 15.1593699}, 'viewport': {'northeast': {'lat': 40.1501986802915, 'lng': 15.1608248802915}, 'southwest': {'lat': 40.1475007197085, 'lng': 15.1581269197085}}};ChIJdXzbGgWvPhMRL40sbdxRdrU;44;903;0974 972036;http://www.villaggiolepalme.com/ita/;FALSO;2483;x
Tourist Village Lido Paradiso;Via Stazione Nuova, Marina di Pisciotta;{'location': {'lat': 40.0945681, 'lng': 15.2400747}, 'viewport': {'northeast': {'lat': 40.0959310302915, 'lng': 15.2414623802915}, 'southwest': {'lat': 40.0932330697085, 'lng': 15.2387644197085}}};ChIJ6-NO-qi6PhMRHi_P-l8oM24;44;545;0974 973232;http://www.lidoparadiso.it/;FALSO;2483;info@lidoparadiso.it
Tourist Village Mare Blu;Loc. Cerasa, Contrada Coppitella, Vieste;{'location': {'lat': 41.8785247, 'lng': 16.1521377}, 'viewport': {'northeast': {'lat': 41.8798762802915, 'lng': 16.1536022802915}, 'southwest': {'lat': 41.87717831970851, 'lng': 16.1509043197085}}};ChIJPY4RQ-O3NxMRRtt3qazLvYA;43;224;0884 701058;https://www.villaggiomarebluvieste.it/;FALSO;2483;x
Tourist Village Valle Scinni;Località Valle Scinni, Peschici;{'location': {'lat': 41.9434083, 'lng': 16.0290009}, 'viewport': {'northeast': {'lat': 41.9447454802915, 'lng': 16.0303486802915}, 'southwest': {'lat': 41.9420475197085, 'lng': 16.0276507197085}}};ChIJG8a9MAyxNxMRaxfKPbyVJLI;38;109;0884 964244;http://www.villaggioturisticovallescinni.it/;FALSO;2483;x
tourist.camente srl;Via Manfredi Svevo, 32, Mesagne;{'location': {'lat': 40.55981549999999, 'lng': 17.80656099999999}, 'viewport': {'northeast': {'lat': 40.56118293029149, 'lng': 17.8079826802915}, 'southwest': {'lat': 40.55848496970849, 'lng': 17.8052847197085}}};ChIJ6UwFlY9jRhMR3crm2ROk7hU;;;334 874 0179;;1;2483;x
Tra cielo e mare;Via Adige, 21, Margherita di Savoia;{'location': {'lat': 41.3730188, 'lng': 16.1553724}, 'viewport': {'northeast': {'lat': 41.3744252802915, 'lng': 16.1566977802915}, 'southwest': {'lat': 41.3717273197085, 'lng': 16.1539998197085}}};ChIJ30vq3eYhOBMRvNvq0IcRUdM;5;2;333 680 1296;;1;2483;x
Tra i Due Mari;Via Egidio Lanoce, 41, Maglie;{'location': {'lat': 40.1196214, 'lng': 18.3054318}, 'viewport': {'northeast': {'lat': 40.12095228029149, 'lng': 18.3067220802915}, 'southwest': {'lat': 40.11825431970849, 'lng': 18.3040241197085}}};ChIJrZpxLiMWRBMR-XjztmeKNPc;47;12;335 681 7978;http://www.villalazzaribb.com/;FALSO;2483;x
Tra il Mare e il Borgo - Pulsano(TA);Via Villanova, 34, Pulsano;{'location': {'lat': 40.3819615, 'lng': 17.3556259}, 'viewport': {'northeast': {'lat': 40.38332423029149, 'lng': 17.3569739802915}, 'southwest': {'lat': 40.38062626970849, 'lng': 17.3542760197085}}};ChIJRZpd9kPjRhMRZGqJbhyk7Xs;5;13;388 431 5708;;1;2483;x
TRAME Polignano;Via Martiri di Dogali, 48;;;;;+39 327 418 2525;;;;info@tramepolignano.com
Tramonti del Sud;Via Rimembranze, 4, Torre San Giovanni;{'location': {'lat': 39.8996174, 'lng': 18.0943774}, 'viewport': {'northeast': {'lat': 39.90099723029149, 'lng': 18.0956925302915}, 'southwest': {'lat': 39.8982992697085, 'lng': 18.0929945697085}}};ChIJM87OrKABRBMRqUpH1Tbdd90;43;28;328 602 5181;http://www.almaredamarra.it/;FALSO;2483;x
Tramonti Residence;SP286, Nardò;{'location': {'lat': 40.18581619999999, 'lng': 17.939438}, 'viewport': {'northeast': {'lat': 40.1871795802915, 'lng': 17.9407913802915}, 'southwest': {'lat': 40.1844816197085, 'lng': 17.9380934197085}}};ChIJp8qE2Q6iRhMRmWKrEOPHgkY;39;723;0833 830630;http://www.residencetramonti.com/;FALSO;2483;info@residencetramonti.com
Trapetum-Salento Domus;Via Santuario, 12, Cursi;{'location': {'lat': 40.1480026, 'lng': 18.3167286}, 'viewport': {'northeast': {'lat': 40.1493897302915, 'lng': 18.3181202802915}, 'southwest': {'lat': 40.1466917697085, 'lng': 18.3154223197085}}};ChIJxSykb8I9RBMRCpDIIDsxQ2k;49;39;327 080 3603;https://trapetum-salentodomus.traveleto.com/;FALSO;2483;x
TRE CAMPANILI;Via Pedote, 59, Noci;{'location': {'lat': 40.7952641, 'lng': 17.1220302}, 'viewport': {'northeast': {'lat': 40.79659033029149, 'lng': 17.1233885302915}, 'southwest': {'lat': 40.7938923697085, 'lng': 17.1206905697085}}};ChIJ7yY02BiwRxMRbZ6hWt5UVsI;44;5;;;1;2483;x
Tre Cool short lets - Puglia Apartment;Via della Rosa Azzurra, 2, Bari;{'location': {'lat': 41.0883986, 'lng': 16.9897899}, 'viewport': {'northeast': {'lat': 41.08975543029149, 'lng': 16.9910264802915}, 'southwest': {'lat': 41.08705746970849, 'lng': 16.9883285197085}}};ChIJe4eqlM7DRxMReV0lebuz-tQ;3;2;348 911 9447;http://www.pugliaapartments.com/;FALSO;2483;x
Tre metri Sopra il Mare Casa Vacanze;Via Nazario Sauro, n. 50, Bisceglie;{'location': {'lat': 41.2432528, 'lng': 16.5071479}, 'viewport': {'northeast': {'lat': 41.2446307302915, 'lng': 16.5084575302915}, 'southwest': {'lat': 41.2419327697085, 'lng': 16.5057595697085}}};ChIJnZecBVsHOBMRGEfNHJciyiA;39;22;329 943 0210;;1;2483;x
Tre palme;Via Padula, 25, Pollica;{'location': {'lat': 40.1734044, 'lng': 15.0349129}, 'viewport': {'northeast': {'lat': 40.1747767802915, 'lng': 15.0363341802915}, 'southwest': {'lat': 40.1720788197085, 'lng': 15.0336362197085}}};ChIJEexv-dWpPhMRaFZGSdrORwQ;46;89;0974 904047;http://www.residencetrepalme.it/;FALSO;2483;x
Tre Porte;Via G. Savonarola, sn, Santa Maria di Leuca;{'location': {'lat': 39.7954512, 'lng': 18.3509127}, 'viewport': {'northeast': {'lat': 39.7968108802915, 'lng': 18.3522695302915}, 'southwest': {'lat': 39.7941129197085, 'lng': 18.3495715697085}}};ChIJcXB0JPL1QxMRkhIoWZfxN_c;5;3;;;1;2483;x
Tremetrisopraalmare;Via Fiumicello, 40, Maratea;{'location': {'lat': 39.9975451, 'lng': 15.70121840000001}, 'viewport': {'northeast': {'lat': 39.9988799802915, 'lng': 15.7025936802915}, 'southwest': {'lat': 39.9961820197085, 'lng': 15.6998957197085}}};ChIJWagnv3DZPhMRSx18aamRDTU;;;;;1;2483;x
Tresór;Via Europa, 11, Santeramo In Colle;{'location': {'lat': 40.789868, 'lng': 16.751164}, 'viewport': {'northeast': {'lat': 40.7912169802915, 'lng': 16.75244273029151}, 'southwest': {'lat': 40.7885190197085, 'lng': 16.7497447697085}}};ChIJWTZaQRSbRxMRMUYiYlFFBhU;;;;;1;2483;x
Trilocale Linda;Via XX Settembre, 13 A, Morciano di Leuca;{'location': {'lat': 39.8440039, 'lng': 18.309611}, 'viewport': {'northeast': {'lat': 39.8453717302915, 'lng': 18.3108555802915}, 'southwest': {'lat': 39.8426737697085, 'lng': 18.3081576197085}}};ChIJg0Bpn5gJRBMRuKBoL5OBPj0;1;1;0833 190 1111;https://www.barbarhouse.com/trilocale-linda.html;FALSO;2483;x
Trilocale Via Faccolli;Via Faccolli, 42, Otranto;{'location': {'lat': 40.1441223, 'lng': 18.4878453}, 'viewport': {'northeast': {'lat': 40.14550988029149, 'lng': 18.48923558029151}, 'southwest': {'lat': 40.1428119197085, 'lng': 18.4865376197085}}};ChIJFctmTg9BRBMROhih9Mnpnh0;4;4;328 474 5421;https://trilocale-in-centro-a-otranto.italiatravelandtours.top/;FALSO;2483;x
Trinità 14;via ss, Via Trinitá, Altamura;{'location': {'lat': 40.8260153, 'lng': 16.5563106}, 'viewport': {'northeast': {'lat': 40.82744308029149, 'lng': 16.5575067302915}, 'southwest': {'lat': 40.8247451197085, 'lng': 16.5548087697085}}};ChIJoZNdsmmHRxMRTTyigJPR14M;3;2;366 810 6419;;1;2483;x
Trip to Salento;Piazza Giuseppe Garibaldi, 21, Palmariggi;{'location': {'lat': 40.13125239999999, 'lng': 18.381463}, 'viewport': {'northeast': {'lat': 40.1325959802915, 'lng': 18.3828006802915}, 'southwest': {'lat': 40.1298980197085, 'lng': 18.3801027197085}}};ChIJvwTUo8w_RBMRX_IfALWDNAQ;3;2;392 594 2336;http://www.triptosalento.eu/;FALSO;2483;x
Triple Room City Centre With Ac,wifi,garden,bike;Via Madonna delle Grazie, Gagliano del Capo;{'location': {'lat': 39.8424247, 'lng': 18.3720004}, 'viewport': {'northeast': {'lat': 39.8438107802915, 'lng': 18.3733719302915}, 'southwest': {'lat': 39.8411128197085, 'lng': 18.37067396970849}}};ChIJubVA96wLRBMRDVR7Lz_QOKw;;;;;1;2483;x
T-Room;Via Libertà, 89, Tropea;{'location': {'lat': 38.67483190000001, 'lng': 15.892785}, 'viewport': {'northeast': {'lat': 38.67620278029151, 'lng': 15.8940807302915}, 'southwest': {'lat': 38.67350481970851, 'lng': 15.8913827697085}}};ChIJq6pLbiRxFRMReMY-oyJ77Rs;36;51;320 906 3269;;1;2483;x
Tropea;Tropea;{'location': {'lat': 38.6792448, 'lng': 15.8973165}, 'viewport': {'northeast': {'lat': 38.68060163029151, 'lng': 15.8986621802915}, 'southwest': {'lat': 38.67790366970851, 'lng': 15.8959642197085}}};ChIJzwCFUqBxFRMR3g_pGAiRI-w;48;817;;;1;2483;x
Tropea hotel;Via Provinciale, 27, Santa Domenica;{'location': {'lat': 38.6649154, 'lng': 15.8674143}, 'viewport': {'northeast': {'lat': 38.6663653802915, 'lng': 15.8686951802915}, 'southwest': {'lat': 38.6636674197085, 'lng': 15.8659972197085}}};ChIJZ8cX-3p3FRMR_zw8v5BMA8s;;;;;1;2483;x
Tropea.biz;Largo Barone, Tropea;{'location': {'lat': 38.6787077, 'lng': 15.8976616}, 'viewport': {'northeast': {'lat': 38.68007083029149, 'lng': 15.8990095802915}, 'southwest': {'lat': 38.67737286970849, 'lng': 15.8963116197085}}};ChIJsZMzSiBxFRMRpgV7Jb_9kts;45;427;0963 667805;https://www.tropea.biz/;FALSO;2483;x
tropeamare residence holiday homes;via campo inferiore, Tropea;{'location': {'lat': 38.6705581, 'lng': 15.8753358}, 'viewport': {'northeast': {'lat': 38.6719429802915, 'lng': 15.8767602802915}, 'southwest': {'lat': 38.66924501970851, 'lng': 15.8740623197085}}};ChIJs2mu0Mx2FRMRDX3bzOi0wlk;46;5;333 431 3200;;1;2483;x
Tropical Suite;Viale Glauco, Diamante;{'location': {'lat': 39.6916158, 'lng': 15.8153475}, 'viewport': {'northeast': {'lat': 39.6930049802915, 'lng': 15.8169000302915}, 'southwest': {'lat': 39.69030701970851, 'lng': 15.8142020697085}}};ChIJQRpk7QwDPxMRvd4qr1VkucY;43;6;0985 877268;http://www.lidotropical.it/;FALSO;2483;x
Tropicana;Via dei Bizantini, 27, Torre San Giovanni;{'location': {'lat': 39.8888504, 'lng': 18.1132328}, 'viewport': {'northeast': {'lat': 39.89018813029149, 'lng': 18.1145942302915}, 'southwest': {'lat': 39.88749016970849, 'lng': 18.1118962697085}}};ChIJKzV0YhkBRBMR_9UdaLrLQow;;;329 365 1489;;1;2483;x
Tropis Hotel;Contrada Fontana Nuova, snc, Tropea;{'location': {'lat': 38.67303440000001, 'lng': 15.8971354}, 'viewport': {'northeast': {'lat': 38.6744861302915, 'lng': 15.8987010802915}, 'southwest': {'lat': 38.67178816970851, 'lng': 15.8960031197085}}};ChIJF1AS7yJxFRMRRUGSC5A6JcM;42;712;0963 607162;http://www.tropis.it/;FALSO;2483;x
Tropis Hotel;Contrada Fontana Nuova, snc, Tropea;{'location': {'lat': 38.67303440000001, 'lng': 15.8971354}, 'viewport': {'northeast': {'lat': 38.6744861302915, 'lng': 15.8987010802915}, 'southwest': {'lat': 38.67178816970851, 'lng': 15.8960031197085}}};ChIJF1AS7yJxFRMRRUGSC5A6JcM;;;0963 607162;http://www.tropis.it/;FALSO;2483;x
Truddhi Casa e Cucina di Puglia;S.P. 226 TRITO 161, Locorotondo;{'location': {'lat': 40.76797000000001, 'lng': 17.36089}, 'viewport': {'northeast': {'lat': 40.76931228029149, 'lng': 17.3622800802915}, 'southwest': {'lat': 40.76661431970849, 'lng': 17.35958211970849}}};ChIJl6rwZ5NNRhMRH5tmG6OiWSY;46;82;080 443 1326;http://www.truddhi.com/;FALSO;2483;info@truddhi.com
Trullallà;Contrada Madonna dei Grani snc (all'attenzione di Annamaria D'Urso, Francavilla Fontana;{'location': {'lat': 40.54622679999999, 'lng': 17.5505152}, 'viewport': {'northeast': {'lat': 40.5474540302915, 'lng': 17.5518013302915}, 'southwest': {'lat': 40.5447560697085, 'lng': 17.5491033697085}}};ChIJ63NtELr3RhMR3J9bWfZbdpY;33;4;328 772 4564;;1;2483;x
Trullallero;Contrada Morgicchio, Carovigno;{'location': {'lat': 40.726978, 'lng': 17.7190912}, 'viewport': {'northeast': {'lat': 40.7283223302915, 'lng': 17.7204647802915}, 'southwest': {'lat': 40.7256243697085, 'lng': 17.7177668197085}}};ChIJdcSY64FpRhMRhfOUaM3hB9Y;;;;;1;2483;x
TRULLETTO DIVINO;P74P+PX, Martina Franca;{'location': {'lat': 40.7067614, 'lng': 17.2874809}, 'viewport': {'northeast': {'lat': 40.7080296802915, 'lng': 17.2886927302915}, 'southwest': {'lat': 40.7053317197085, 'lng': 17.2859947697085}}};ChIJKek2_tatRxMRIpVoq5a9Xzs;5;2;;;1;2483;x
Trulli beresheet;SP28, Ostuni;{'location': {'lat': 40.65967699999999, 'lng': 17.600579}, 'viewport': {'northeast': {'lat': 40.66104663029149, 'lng': 17.6020841302915}, 'southwest': {'lat': 40.6583486697085, 'lng': 17.5993861697085}}};ChIJxUGQqEFcRhMRo3lDhU28f20;39;12;;;1;2483;x
Trulli Boccadoro;C.Da Boccadoro SP 28 Ostuni - Francavilla Fontana Km 6, 2, Ostuni;{'location': {'lat': 40.66161299999999, 'lng': 17.597008}, 'viewport': {'northeast': {'lat': 40.6629664302915, 'lng': 17.5983790802915}, 'southwest': {'lat': 40.6602684697085, 'lng': 17.5956811197085}}};ChIJEz7pGmpcRhMR65OpAJ1F1zU;49;41;327 770 5265;http://www.trulliboccadoro.it/;FALSO;2483;x
Trulli Centenari;Strada Mottola Zona D, 668, Martina Franca;{'location': {'lat': 40.70192950000001, 'lng': 17.2529447}, 'viewport': {'northeast': {'lat': 40.7033090802915, 'lng': 17.2543101802915}, 'southwest': {'lat': 40.7006111197085, 'lng': 17.25161221970849}}};ChIJucfvahRTRhMRTtnjXQhSIbM;48;17;;https://www.trullicentenari.com/;FALSO;2483;x
Trulli Chiafele;Via Chiafele, Martina Franca;{'location': {'lat': 40.7335855, 'lng': 17.2708904}, 'viewport': {'northeast': {'lat': 40.73493338029149, 'lng': 17.2722346302915}, 'southwest': {'lat': 40.73223541970849, 'lng': 17.26953666970849}}};ChIJozGcZ9WtRxMRDKnzupGSJLs;5;4;347 538 9763;;1;2483;x
Trulli Convertini;Locorotondo BA IT, Strada Provinciale 227, 38, Sallonica;{'location': {'lat': 40.7897415, 'lng': 17.3132247}, 'viewport': {'northeast': {'lat': 40.7910085302915, 'lng': 17.3143867302915}, 'southwest': {'lat': 40.7883105697085, 'lng': 17.3116887697085}}};ChIJLWzStSJNRhMRnhYHEll28ZE;47;20;333 320 4502;https://beb.it/trulliconvertini;FALSO;2483;x
Trulli da Anna Casa Vacanza;Strada Noci Zona D, 297, Martina Franca;{'location': {'lat': 40.7144727, 'lng': 17.2509678}, 'viewport': {'northeast': {'lat': 40.7158038802915, 'lng': 17.2522958802915}, 'southwest': {'lat': 40.7131059197085, 'lng': 17.2495979197085}}};ChIJm0Rvi3utRxMRseZVgx6I828;5;2;333 865 1768;"https://www.booking.com/hotel/it/trulli-da-anna.it.html?aid=304142&label=gen173nr-1DCAsocUIOdHJ1bGxpLWRhLWFubmFIFFgEaHGIAQGYARS4ARjIAQzYAQPoAQH4AQOIAgGoAgS4AuiG3JgGwAIB0gIkMThjMWFhM2UtZmVmYS00NDA5LTk3ZTMtZTdjODVlN2I4M2Zi2AIE4AIB&sid=ae188472e45069762ec8f1b2f5e71cd6&all_sr_blocks=900330601_360716650_2_0_0;checkin=2022-09-29;checkout=2022-09-30;dest_id=-121224;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=900330601_360716650_2_0_0;hpos=1;matching_block_id=900330601_360716650_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=900330601_360716650_2_0_0__7160;srepoch=1662452614;srpvid=1d2e3b0248e40103;type=total;ucfs=1&#hotelTmpl";FALSO;2483;x
Trulli dell'Angelo;Strada comunale Spierti III, n.10, Carovigno;{'location': {'lat': 40.7092236, 'lng': 17.7047105}, 'viewport': {'northeast': {'lat': 40.7105733302915, 'lng': 17.7060059802915}, 'southwest': {'lat': 40.7078753697085, 'lng': 17.7033080197085}}};ChIJDfYWMWVoRhMRCdj_5GcV7Ns;5;4;348 116 2506;http://www.dimoraspierti.com/;FALSO;2483;info@dimoraspierti.com
Trulli Di Bacco;Contrade Neglia Rizzo, 12/14, Locorotondo;{'location': {'lat': 40.7845101, 'lng': 17.3684394}, 'viewport': {'northeast': {'lat': 40.7858306802915, 'lng': 17.3697797302915}, 'southwest': {'lat': 40.7831327197085, 'lng': 17.3670817697085}}};ChIJ46YY5s5NRhMRdFH2JRZrrEs;42;41;0473 36 61 41;https://www.trullidibacco.com/;FALSO;2483;info@trullidibacco.com
Trulli experience;Via Trasconi Chiancone, 6, Martina Franca;{'location': {'lat': 40.67708500000001, 'lng': 17.2729302}, 'viewport': {'northeast': {'lat': 40.6784804302915, 'lng': 17.2743284802915}, 'southwest': {'lat': 40.6757824697085, 'lng': 17.2716305197085}}};ChIJQVnZWQCrRxMRm5HlyLi8aME;;;389 539 5685;;1;2483;x
Trulli Gattopardo;Contrada Parco Monsignore (Ostuni), San Michele Salentino (Ostuni);{'location': {'lat': 40.6438959, 'lng': 17.6548383}, 'viewport': {'northeast': {'lat': 40.6453281802915, 'lng': 17.6561548802915}, 'southwest': {'lat': 40.6426302197085, 'lng': 17.6534569197085}}};ChIJqWNgxe1dRhMRzZKHqz7iqVw;45;16;349 867 2500;https://gattopardo.bedsandhotels.com/;FALSO;2483;x
Trulli Giovanni e Angela;Strada Noci, Zona C 58, Martina Franca;{'location': {'lat': 40.72829469999999, 'lng': 17.2789391}, 'viewport': {'northeast': {'lat': 40.7296437302915, 'lng': 17.2803311302915}, 'southwest': {'lat': 40.7269457697085, 'lng': 17.27763316970849}}};ChIJQYhn2sqtRxMRjRtr5QBu3y0;5;10;329 372 6361;https://www.booking.com/hotel/it/trulli-giovanni-e-angela.it.html;FALSO;2483;x
Trulli Greta - Villa Luxury Puglia;Via Trasconi Chiancone, 12, Martina Franca;{'location': {'lat': 40.68171700000001, 'lng': 17.2734065}, 'viewport': {'northeast': {'lat': 40.6831100802915, 'lng': 17.2748355302915}, 'southwest': {'lat': 40.68041211970851, 'lng': 17.27213756970849}}};ChIJx_U10wqrRxMRb_1yb4PURfE;48;22;345 741 1661;https://www.villaluxurypuglia.it/;FALSO;2483;booking@villaluxurypuglia.it
Trulli Helios;Contrada Le Camere, snc, Ostuni;{'location': {'lat': 40.70594819999999, 'lng': 17.5493347}, 'viewport': {'northeast': {'lat': 40.70732033029149, 'lng': 17.5506513802915}, 'southwest': {'lat': 40.7046223697085, 'lng': 17.5479534197085}}};ChIJ8f-Uk4dbRhMRRLjkNM5MTy4;;;327 234 0282;https://www.airbnb.it/rooms/643451762406251339?adults=4&check_in=2022-06-18&check_out=2022-06-25&federated_search_id=5dd26008-9efe-40fa-98dd-a7535fd780e0&source_impression_id=p3_1654862916_j+Kfo9rqTzrKX/V4;FALSO;2483;x
Trulli il Castagno;Strada Noci, 315 Bis, Martina Franca;{'location': {'lat': 40.7209285, 'lng': 17.2424994}, 'viewport': {'northeast': {'lat': 40.7222163802915, 'lng': 17.2440666302915}, 'southwest': {'lat': 40.71951841970851, 'lng': 17.2413686697085}}};ChIJX2dxcFisRxMR99DniQDIBmo;48;157;340 373 5379;http://www.pugliadeitrulli.com/;FALSO;2483;info@pugliadeitrulli.com
Trulli LA Collinetta;Via Mottola, Cicerone;{'location': {'lat': 40.7031818, 'lng': 17.2920442}, 'viewport': {'northeast': {'lat': 40.7044524802915, 'lng': 17.2933920802915}, 'southwest': {'lat': 40.7017545197085, 'lng': 17.2906941197085}}};ChIJk_Z4tQZTRhMRItfxZdT7G_Y;49;18;393 547 0059;https://my-stay-experience.com/trulli-la-collinetta-italy;FALSO;2483;x
Trulli Monte Madre;contrada monte madre, San Vito dei Normanni;{'location': {'lat': 40.602644, 'lng': 17.7185336}, 'viewport': {'northeast': {'lat': 40.6038500802915, 'lng': 17.7199564802915}, 'southwest': {'lat': 40.6011521197085, 'lng': 17.71725851970849}}};ChIJQ6ALNyZnRhMRZDLLBzmq0uo;5;9;;;1;2483;x
